Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,city,country,lat,lng,3-5_tavg,3-5_tmin,3-5_tmax,3-5_prcp,3-5_tsun,6-8_tavg,6-8_tmin,6-8_tmax,6-8_prcp,6-8_tsun,9-11_tavg,9-11_tmin,9-11_tmax,9-11_prcp,9-11_tsun
Berg Rottland Riesling 2017,Germany,Rheingau,Georg Breuer,4.2,43,38.9,2017-01-01,Rheingau,Germany,50.1339394,8.0701591,,,,,,,,,,,,,,,
Chardonnay 2018,United States,Long Island,Wölffer Estate,3.8,43,19.9,2018-01-01,Long Island,United States,40.851497,-73.0994297,9.7,5.233333333333333,14.533333333333333,112.53333333333335,,22.23333333333333,17.733333333333334,26.933333333333334,79.73333333333333,,14.933333333333332,10.1,19.566666666666666,109.83333333333333,
Muscadet-Sèvre et Maine Sur Lie 2019,France,Muscadet-Sevre et Maine,Pépière,3.6,43,9.36,2019-01-01,Muscadet-Sevre et Maine,France,46.76978,-0.432688,,,,,,22.0,15.7,28.1,,,,,,,
Riesling Alsace Grand Cru 'Sommerberg' 2016,France,Alsace Grand Cru 'Sommerberg',Albert Boxler,4.0,43,53.22,2016-01-01,Alsace Grand Cru 'Sommerberg',France,46.0,2.0,,,,,,19.5,12.4,26.5,,,,,,,
Riesling Alsace 2015,France,Alsace,Kuehn,3.6,43,8.48,2015-01-01,Alsace,France,50.7007285,3.160983,11.433333333333332,7.066666666666667,16.433333333333334,56.333333333333336,11320.0,17.433333333333334,13.199999999999998,22.0,93.66666666666667,10980.0,13.033333333333331,10.0,16.96666666666667,53.333333333333336,6920.0
Just Fucking Good Wine Organic Blanc 2019,Spain,Valencia,Neleman,3.7,43,9.59,2019-01-01,Valencia,Spain,39.4697065,-0.3763353,16.533333333333335,12.833333333333334,21.866666666666664,15.766666666666666,,25.1,22.03333333333333,29.666666666666668,40.0,,16.5,16.0,23.76666666666667,176.66666666666666,
Brauneberger Juffer Riesling Kabinett 2018,Germany,Brauneberg,Schloss Lieser,3.9,43,15.9,2018-01-01,Brauneberg,Germany,49.9085313,6.9856528,,,,,,,,,,,,,,,
Saarburger Rausch Riesling Auslese 2016,Germany,Mosel,Forstmeister Geltz-Zilliken,3.8,43,54.95,2016-01-01,Mosel,Germany,50.7810263,12.4780171,,,,,,,,,,,,,,,
Whitehall Chardonnay 2016,South Africa,Elgin,Neil Ellis,4.0,43,23.79,2016-01-01,Elgin,South Africa,-34.1486111,19.0427778,18.15,15.5,24.15,,,12.566666666666668,7.55,17.8,,,17.1,13.0,24.5,,
Blanco Fermentado en Barrica 2016,Spain,Rioja,Hacienda el Ternero,3.8,43,10.9,2016-01-01,Rioja,Spain,42.3285528,-2.4674917,13.566666666666668,7.766666666666666,20.133333333333333,30.33333333333333,,22.53333333333333,15.5,30.666666666666668,58.56666666666667,,14.0,9.0,20.0,26.8,
Sauvignon Blanc 2019,United States,California,Gallo Family Vineyards,3.5,43,6.05,2019-01-01,California,United States,36.7014631,-118.755997,,,,,,,,,,,,,,,
Saar Alte Reben Riesling 2015,Germany,Mosel,Markus Molitor,3.9,43,18.95,2015-01-01,Mosel,Germany,50.7810263,12.4780171,,,,,,,,,,,,,,,
Als Wär's ein Stück Von Mir 2016,Germany,Rheinhessen,Weingut Gunderloch,3.6,43,11.4,2016-01-01,Rheinhessen,Germany,49.9045181,8.2711082,,,,,,,,,,,,,,,
Wehlener Sonnenuhr Riesling Kabinett 2017,Germany,Wehlen,Schloss Lieser,3.9,43,14.95,2017-01-01,Wehlen,Germany,50.957091,14.0307534,,,,,,,,,,,,,,,
Fehérburgundi 2015,Hungary,Sopron,Weninger,3.7,43,15.6,2015-01-01,Sopron,Hungary,47.6803063,16.5983457,,,,,,18.9,14.4,23.9,,,,,,,
Puligny-Montrachet 2017,France,Puligny-Montrachet,Domaine Henri Boillot,4.3,43,59.9,2017-01-01,Puligny-Montrachet,France,46.9487302,4.7531515,,,,,,,,,,,,,,,
Graacher Domprobst Riesling Auslese*** 2003,Germany,Mosel,Markus Molitor,4.1,43,50.0,2003-01-01,Mosel,Germany,50.7810263,12.4780171,,,,,,,,,,,,,,,
Chardonnay 2019,Australia,South Eastern Australia,Barramundi,3.0,43,6.5,2019-01-01,South Eastern Australia,Australia,-35.0085711,138.5726421,18.3,13.433333333333332,23.400000000000002,10.6,,12.233333333333334,8.066666666666666,16.066666666666666,61.150000000000006,,16.066666666666666,10.766666666666666,21.36666666666667,36.4,
Chardonnay Bambule! 2015,Austria,Burgenland,Judith Beck,3.9,43,26.9,2015-01-01,Burgenland,Austria,47.5000001,16.4166666,,,,,,18.9,14.4,23.9,,,,,,,
Pinot Gris Tradition 2017,France,Alsace,Emile Beyer,3.8,43,13.2,2017-01-01,Alsace,France,50.7007285,3.160983,9.733333333333333,3.8499999999999996,14.566666666666668,77.3,,17.933333333333334,12.966666666666667,23.133333333333336,78.19999999999999,,11.566666666666665,7.800000000000001,15.833333333333334,47.75,
Burgberg Riesling GG 2015,Germany,Nahe,Diel,4.1,43,42.0,2015-01-01,Nahe,Germany,49.7874798,7.4869735,,,,,,,,,,,,,,,
Bianco 2019,Spain,Valencia,Vergel,3.4,43,6.2,2019-01-01,Valencia,Spain,39.4697065,-0.3763353,16.533333333333335,12.833333333333334,21.866666666666664,15.766666666666666,,25.1,22.03333333333333,29.666666666666668,40.0,,16.5,16.0,23.76666666666667,176.66666666666666,
Klostersatz Grüner Veltliner 2017,Austria,Wachau,Pichler-Krutzler,3.9,43,15.5,2017-01-01,Wachau,Austria,47.7286939,16.2263822,,,,,,,,,,,,,,,
Circumstance Chenin Blanc 2018,South Africa,Stellenbosch,Waterkloof,3.9,43,19.5,2018-01-01,Stellenbosch,South Africa,-33.934444,18.869167,18.3,,,,,12.633333333333333,,,,,16.3,,,,
Albariño 2018,Spain,Rías Baixas,Los Amantes,3.7,43,7.0,2018-01-01,Rías Baixas,Spain,42.8819145,-8.5487998,13.0,8.233333333333333,19.333333333333336,99.09999999999998,,18.333333333333332,13.299999999999999,24.766666666666666,20.166666666666668,,13.766666666666666,8.866666666666667,19.533333333333335,44.96666666666667,
Hermitage Le Chevalier de Sterimberg 2016,France,Hermitage,Paul Jaboulet Aîné,4.2,43,78.75,2016-01-01,Hermitage,France,47.6406711,-2.7637153,,,,,,,,,,,,,,,
Setzberg - Riesling Smaragd 2017,Austria,Wachau,Franz Hirtzberger,4.2,43,32.0,2017-01-01,Wachau,Austria,47.7286939,16.2263822,,,,,,,,,,,,,,,
Corton-Charlemagne Grand Cru 2016,France,Corton-Charlemagne Grand Cru,Domaine Henri Boillot,4.5,43,189.0,2016-01-01,Corton-Charlemagne Grand Cru,France,47.0790554,4.870533,11.266666666666666,,,31.2,,21.23333333333333,,,38.53333333333333,,10.899999999999999,4.75,13.45,46.1,
Sancerre Blanc 2018,France,Sancerre,Michel Thomas & Fils,3.7,43,18.08,2018-01-01,Sancerre,France,47.3306906,2.8390454,15.0,6.7,21.1,,,19.9,11.1,26.15,,,11.433333333333332,6.5,16.333333333333332,,
Estoras Sauvignon Blanc 2017,Austria,Burgenland,Esterházy,3.6,43,12.25,2017-01-01,Burgenland,Austria,47.5000001,16.4166666,,,,,,21.9,16.7,27.4,,,9.7,6.2,13.7,,
Sauvignon Blanc 2019,South Africa,Walker Bay,Southern Right,3.7,43,11.9,2019-01-01,Walker Bay,South Africa,-34.518515,19.2880206,,,,,,,,,,,,,,,
Wachenheimer Goldbächel P.C 2016,Germany,Pfalz,Dr. Bürklin-Wolf,4.0,43,29.0,2016-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Pechstein GG 2017,Germany,Pfalz,Reichsrat von Buhl,4.1,43,45.0,2017-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Gelblack Riesling Trocken 2019,Germany,Rheingau,Schloss Johannisberg,4.0,43,15.0,2019-01-01,Rheingau,Germany,50.1339394,8.0701591,,,,,,,,,,,,,,,
Südtiroler Sauvignon Porphyr & Kalk 2018,Italy,Südtirol - Alto Adige,Ignaz Niedrist,4.0,43,20.9,2018-01-01,Südtirol - Alto Adige,Italy,46.441472,11.282121,,,,,,,,,,,,,,,
Steinhaus Riesling Trocken 2016,Germany,Rheingau,Trenz,3.8,43,9.21,2016-01-01,Rheingau,Germany,50.1339394,8.0701591,,,,,,,,,,,,,,,
Brauneberger Riesling Trocken 2018,Germany,Brauneberg,Fritz Haag,3.8,43,14.5,2018-01-01,Brauneberg,Germany,49.9085313,6.9856528,,,,,,,,,,,,,,,
Meursault-Charmes Premier Cru 2016,France,Meursault 1er Cru 'Charmes',Domaine Jean Monnier & Fils,3.8,43,86.62,2016-01-01,Meursault 1er Cru 'Charmes',France,47.168046,3.492699,,,,,,,,,,,,,,,
Pouilly-Fumé 2016,France,Pouilly-Fumé,Langlois-Chateau,3.7,44,21.66,2016-01-01,Pouilly-Fumé,France,49.272939,2.032351,,,,,,,,,,,,,,,
Chenin Blanc 2018,Germany,Pfalz,Oliver Zeter,4.0,44,22.0,2018-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Coronata Integration 2016,South Africa,Durbanville,Nitída,4.3,44,17.5,2016-01-01,Durbanville,South Africa,-33.8402778,18.6494444,,,,,,,,,,,,,,,
Niederberg Helden Riesling GG 2018,Germany,Mosel,Schloss Lieser,3.9,44,29.9,2018-01-01,Mosel,Germany,50.7810263,12.4780171,,,,,,,,,,,,,,,
Mâcon-Villages 2016,France,Mâcon-Villages,Daniel Pollier,3.6,44,9.54,2016-01-01,Mâcon-Villages,France,49.2663498,-0.4028409,10.1,,,,,16.7,11.2,23.3,93.46666666666665,,12.166666666666666,7.733333333333333,16.166666666666668,51.65,
Lesca Chardonnay 2018,South Africa,Robertson,De Wetshof,3.9,44,13.58,2018-01-01,Robertson,South Africa,-33.802222,19.883611,19.2,11.700000000000001,28.35,,,12.633333333333333,5.866666666666667,22.049999999999997,,,17.333333333333336,10.3,29.6,,
Weisser Burgunder I 2013,Germany,Pfalz,Von Winning,4.0,44,29.95,2013-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Gavi 2018,Italy,Gavi,Giacosa Fratelli,3.7,44,9.95,2018-01-01,Gavi,Italy,44.687649,8.809353,,,,,,,,,,,,,,,
Sauvignon Blanc (Markgräflerland) 2018,Germany,Baden,Martin Waßmer,3.5,44,10.9,2018-01-01,Baden,Germany,53.0023496,9.0820955,,,,,,,,,,,,,,,
Auxerrois Grand Premier Cru 2017,Luxembourg,Côtes de Grevenmacher,Bernard-Massard,3.8,44,12.7,2017-01-01,Côtes de Grevenmacher,Luxembourg,49.67459,6.41269,8.466666666666667,4.366666666666666,12.733333333333334,84.06666666666666,,18.0,13.4,22.96666666666667,100.19999999999999,,10.399999999999999,6.933333333333333,14.266666666666666,47.26666666666667,
Le Creete 2019,Italy,Lugana,Ottella,4.0,44,11.9,2019-01-01,Lugana,Italy,45.4600534,10.6196897,,,,,,,,,,,12.5,10.1,15.3,,
Weissburgunder Steirische Klassik 2017,Austria,Südsteiermark,Tement,3.8,44,14.4,2017-01-01,Südsteiermark,Austria,46.7742389,15.6670127,,,,,,,,,,,,,,,
Diego 2019,Spain,Valencia,De Moya,3.8,44,13.33,2019-01-01,Valencia,Spain,39.4697065,-0.3763353,16.533333333333335,12.833333333333334,21.866666666666664,15.766666666666666,,25.1,22.03333333333333,29.666666666666668,40.0,,16.5,16.0,23.76666666666667,176.66666666666666,
Wunderwerk Riesling 2016,Germany,Rheinhessen,Dreissigacker,3.9,44,20.96,2016-01-01,Rheinhessen,Germany,49.9045181,8.2711082,,,,,,,,,,,,,,,
Stettener Riesling Schilfsandstein 2016,Germany,Württemberg,Beurer,3.7,44,16.35,2016-01-01,Württemberg,Germany,48.3366504,9.0994058,,,,,,,,,,,,,,,
Chablis 2018,France,Chablis,Joseph Drouhin,3.6,44,19.3,2018-01-01,Chablis,France,47.8152073,3.8001657,9.4,3.1,15.4,,,,,,,,6.6,3.1,10.1,,
Ried Steinriegl Gelber Muskateller 2018,Austria,Südsteiermark,Wohlmuth,3.8,44,15.65,2018-01-01,Südsteiermark,Austria,46.7742389,15.6670127,,,,,,,,,,,,,,,
Vom Schiefer 2018,Germany,Nahe,Gut Hermannsberg,3.9,44,15.65,2018-01-01,Nahe,Germany,49.7874798,7.4869735,,,,,,,,,,,,,,,
Florence Sauvignon Blanc - Chardonnay 2018,South Africa,Stellenbosch,Aaldering,3.9,44,11.5,2018-01-01,Stellenbosch,South Africa,-33.934444,18.869167,18.3,,,,,12.633333333333333,,,,,16.3,,,,
Collectors Reserve The Cableway Chardonnay 2018,South Africa,Western Cape,Durbanville Hills,3.8,44,16.99,2018-01-01,Western Cape,South Africa,-33.546977,20.72753,21.45,13.8,29.2,,,11.25,3.6500000000000004,21.2,,,16.9,9.399999999999999,28.1,,
Château-Thébaud 2014,France,Muscadet-Sevre et Maine,Pépière,4.0,44,17.06,2014-01-01,Muscadet-Sevre et Maine,France,46.76978,-0.432688,,,,,,,,,,,,,,,
Riesling Alsace Grand Cru 'Kitterlé' 2017,France,Alsace Grand Cru 'Kitterle',Domaines Schlumberger,3.9,44,25.24,2017-01-01,Alsace Grand Cru 'Kitterle',France,46.0,2.0,,,,,,16.3,11.7,20.9,,,8.9,3.1,15.3,,
Côte de Rouffach Gewürztraminer 2016,France,Alsace,René Muré,3.9,44,15.5,2016-01-01,Alsace,France,50.7007285,3.160983,10.1,,16.1,,,17.766666666666666,,25.1,43.55,,11.299999999999999,7.033333333333334,15.266666666666667,68.03333333333333,
Graf Morillon 2013,Austria,Südsteiermark,Sepp & Maria Muster,4.0,44,29.5,2013-01-01,Südsteiermark,Austria,46.7742389,15.6670127,,,,,,,,,,,,,,,
Kiechlinsberger Vulkanfelsen Grauerburgunder Trocken 2018,Germany,Baden,Königschaffhausen-Kiechlinsbergen,4.0,44,10.24,2018-01-01,Baden,Germany,53.0023496,9.0820955,,,,,,,,,,,,,,,
Platin Riesling 2019,Austria,Kamptal,Jurtschitsch,3.6,44,10.09,2019-01-01,Kamptal,Austria,48.513417,15.6940311,,,,,,22.6,16.2,29.6,,,11.533333333333333,7.133333333333333,16.5,,
Classic Graves Blanc 2016,France,Graves,Château Brondelle,3.6,44,11.95,2016-01-01,Graves,France,45.9390047,4.6887788,11.2,5.2,17.1,,,19.4,12.7,25.8,,,10.0,6.0,14.4,,
Eden Valley Dry Riesling 2015,Australia,Eden Valley,Langmeil,3.6,44,15.5,2015-01-01,Eden Valley,Australia,-34.6666979,139.1299649,,11.166666666666666,19.566666666666666,44.2,,,6.3,11.833333333333334,108.8,,,8.2,16.2,32.8,
1000-Eimerberg Riesling Federspiel 2018,Austria,Wachau,Gritsch Mauritiushof,3.8,44,12.87,2018-01-01,Wachau,Austria,47.7286939,16.2263822,,,,,,,,,,,,,,,
Vis Uvae 2013,Italy,Friuli-Venezia Giulia,Il Carpino,3.7,44,26.77,2013-01-01,Friuli-Venezia Giulia,Italy,46.151042,13.055904,,,,,,,,,,,,,,,
Gelber Muskateller 2017,Austria,Burgenland,Leo Hillinger,3.6,44,8.89,2017-01-01,Burgenland,Austria,47.5000001,16.4166666,,,,,,21.9,16.7,27.4,,,9.7,6.2,13.7,,
Vermentino 2019,Italy,Salento,Timo,3.9,44,6.95,2019-01-01,Salento,Italy,40.248604,15.190058,16.46666666666667,,,,,25.2,,,,,19.15,,,,
Altenberg Alte Reben 2015,Germany,Mosel,Van Volxem,4.1,44,39.95,2015-01-01,Mosel,Germany,50.7810263,12.4780171,,,,,,,,,,,,,,,
Great Expectations Sauvignon Blanc 2019,South Africa,Robertson,Goedverwacht,3.6,44,6.77,2019-01-01,Robertson,South Africa,-33.802222,19.883611,20.3,14.2,29.9,,,12.966666666666669,6.5,21.766666666666666,,,17.9,9.95,26.85,,
Les Menétrieres Pouilly-Fuissé (Cuvée Hors-Classe) 2016,France,Pouilly-Fuissé,J.A. Ferret,4.4,44,63.06,2016-01-01,Pouilly-Fuissé,France,46.276369,4.786048,,,,,,22.8,16.766666666666666,28.866666666666664,,,,,,,
Ermitage de l'Orée 2004,France,Hermitage,M. Chapoutier,4.8,44,189.95,2004-01-01,Hermitage,France,47.6406711,-2.7637153,,,,,,,,,,,,,,,
Eins Zu Eins Gewürztraminer 2018,Germany,Pfalz,Weingut A. Diehl,4.0,44,6.8,2018-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Signature Blanc 2019,France,Côtes de Gascogne,Domaine Saint-Lannes,3.7,44,5.95,2019-01-01,Côtes de Gascogne,France,48.510283,-2.787756,,,,,,16.35,12.899999999999999,20.15,,,12.233333333333334,8.833333333333334,16.133333333333333,,
Appius 2015,Italy,Südtirol - Alto Adige,St. Michael-Eppan,4.5,44,101.75,2015-01-01,Südtirol - Alto Adige,Italy,46.441472,11.282121,,,,,,,,,,,,,,,
Blanco 2017,Spain,Rioja Alta,Tarón,3.4,44,5.2,2017-01-01,Rioja Alta,Spain,42.4157318,-2.8794739,11.766666666666666,6.333333333333333,17.866666666666667,30.8,,22.0,15.1,30.133333333333336,13.1,,14.666666666666666,9.233333333333334,21.366666666666664,32.0,
Steinbuckel Riesling GG 2015,Germany,Pfalz,Knipser,4.0,44,31.19,2015-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Chardonnay 2017,South Africa,Western Cape,Laborie,3.1,44,8.49,2017-01-01,Western Cape,South Africa,-33.546977,20.72753,20.25,13.65,29.95,,,11.266666666666666,4.566666666666666,20.366666666666667,,,18.05,11.05,27.549999999999997,,
Dürnsteiner Kellerberg Riesling Smaragd 2017,Austria,Wachau,F.X. Pichler,4.4,44,59.73,2017-01-01,Wachau,Austria,47.7286939,16.2263822,,,,,,,,,,,,,,,
Châteauneuf-du-Pape La Bernardine Blanc 2016,France,Châteauneuf-du-Pape,M. Chapoutier,3.6,44,33.46,2016-01-01,Châteauneuf-du-Pape,France,44.055989,4.8317351,,,,,,,,,,,12.05,7.15,17.25,,
Les Vieilles Vignes Meursault 2016,France,Meursault,Vincent Girardin,4.0,44,70.3,2016-01-01,Meursault,France,46.9783803,4.7694038,,,,,,,,,,,,,,,
Viognier 2019,South Africa,Breede River Valley,Excelsior,3.6,44,6.95,2019-01-01,Breede River Valley,South Africa,-33.727,19.4728097,,,,,,12.600000000000001,7.066666666666666,20.266666666666666,,,13.8,7.8,,,
Magréd Chardonnay 2018,Italy,Südtirol - Alto Adige,Nals Margreid,3.6,45,14.13,2018-01-01,Südtirol - Alto Adige,Italy,46.441472,11.282121,,,,,,,,,,,,,,,
Grauburgunder Herrenstück 2017,Germany,Baden,Weingut Holger Koch,4.0,45,12.57,2017-01-01,Baden,Germany,53.0023496,9.0820955,,,,,,,,,,,,,,,
Venezia Giulia Picol 2017,Italy,Venezia Giulia,Lis Neris,4.0,45,25.9,2017-01-01,Venezia Giulia,Italy,45.6528943,13.7804956,,,,,,,,,,,,,,,
Gloria 2017,Austria,Burgenland,Kollwentz,4.5,45,79.68,2017-01-01,Burgenland,Austria,47.5000001,16.4166666,,,,,,21.9,16.7,27.4,,,9.7,6.2,13.7,,
Sciare di Est Grillo 2017,Italy,Terre Siciliane,Antichi Vinai,3.7,45,7.42,2017-01-01,Terre Siciliane,Italy,42.83333,12.83333,,,,,,,,,,,,,,,
Gaia White Blend 2016,Argentina,Tupungato,Domaine Bousquet,3.7,45,11.01,2016-01-01,Tupungato,Argentina,-33.3723648,-69.1479533,,,,,,,,,,,,,,,
Sauvignon Blanc - Riesling 2018,Germany,Rheinhessen,Nico Espenschied,3.9,45,9.85,2018-01-01,Rheinhessen,Germany,49.9045181,8.2711082,,,,,,,,,,,,,,,
Grecanico - Inzolia 2016,Italy,Terre Siciliane,Corte dei Mori,3.7,45,6.5,2016-01-01,Terre Siciliane,Italy,42.83333,12.83333,,,,,,,,,,,,,,,
Riesling Abtsberg GG 2018,Germany,Mosel,Maximin Grünhaus,4.0,45,26.66,2018-01-01,Mosel,Germany,50.7810263,12.4780171,,,,,,,,,,,,,,,
Pinot Grigio 2019,Italy,Südtirol - Alto Adige,Tramin,3.5,45,8.9,2019-01-01,Südtirol - Alto Adige,Italy,46.441472,11.282121,,,,,,23.6,17.4,31.3,,,13.700000000000001,8.633333333333333,19.933333333333334,,
Chardonnay vom Kalkmergel 2018,Germany,Pfalz,Philipp Kuhn,3.6,45,14.89,2018-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Barón de Chirel Verdejo Viñas Centenarias 2016,Spain,Castilla y León,Marqués de Riscal,4.3,45,41.61,2016-01-01,Castilla y León,Spain,41.55005,-5.1387401,12.633333333333335,3.9666666666666663,18.099999999999998,24.399999999999995,,23.03333333333333,13.3,29.3,30.099999999999998,,12.366666666666667,7.35,18.099999999999998,45.56666666666666,
Chardonnay 2017,United States,Central Coast,Ryder Estate,3.7,45,15.9,2017-01-01,Central Coast,United States,44.4190178,-124.0763817,,,,,,,,,,,,,,,
Corton-Charlemagne Grand Cru 2016,France,Corton-Charlemagne Grand Cru,Joseph Drouhin,4.3,45,195.0,2016-01-01,Corton-Charlemagne Grand Cru,France,47.0790554,4.870533,11.266666666666666,,,31.2,,21.23333333333333,,,38.53333333333333,,10.899999999999999,4.75,13.45,46.1,
Just Riesling! 2012,Germany,Nahe,Gut Hermannsberg,3.5,45,9.21,2012-01-01,Nahe,Germany,49.7874798,7.4869735,,,,,,,,,,,,,,,
Gewürztraminer Trentino 2018,Italy,Trentino,Endrizzi,3.8,45,12.2,2018-01-01,Trentino,Italy,46.1029536,11.1297425,1.7333333333333334,,5.5,,,11.299999999999999,7.5,,,,2.466666666666667,2.0,,13.6,
Copper Series Wilde Chardonnay 2017,Australia,Hunter Valley,Tempus Two,3.8,45,16.83,2017-01-01,Hunter Valley,Australia,-32.5421803,151.2185641,,12.366666666666667,26.900000000000002,26.233333333333334,,,6.1,18.0,40.4,,,,,50.5,
Macabeo 2018,Spain,Castilla,Las Corazas,3.4,45,6.0,2018-01-01,Castilla,Spain,40.4763551,-3.6800358,,10.1,22.066666666666666,19.566666666666666,,26.6,19.7,33.0,26.666666666666668,,16.666666666666668,11.633333333333333,21.966666666666665,11.233333333333334,
Sauvignon Blanc Bordeaux 2010,France,Bordeaux,Dourthe N°1,3.0,45,8.95,2010-01-01,Bordeaux,France,44.841225,-0.5800364,12.866666666666667,8.200000000000001,18.3,75.0,12320.0,21.066666666666666,15.699999999999998,27.066666666666666,48.666666666666664,16540.0,15.100000000000001,11.033333333333333,20.36666666666667,95.66666666666667,10040.0
Sauvignon Blanc - Sémillon 2017,Turkey,Thrace,Suvla,3.2,45,12.0,2017-01-01,Thrace,Turkey,41.2170107,27.116227,14.666666666666666,,,31.9,,24.96666666666667,,28.6,,,16.866666666666667,,26.6,61.5,
Königsschild Riesling 2016,Germany,Nahe,Martin Tesch,3.5,45,13.9,2016-01-01,Nahe,Germany,49.7874798,7.4869735,,,,,,,,,,,,,,,
Reserva Sauvignon Blanc 2019,Chile,Central Valley,Caliterra,3.7,45,8.32,2019-01-01,Central Valley,Chile,-36.0,-72.0,,,,,,,,,,,,,,,
Grüner Veltliner Weinviertel 2019,Austria,Weinviertel,Ingrid Groiss,4.2,45,10.95,2019-01-01,Weinviertel,Austria,48.4968419,16.334688,,,,,,23.1,16.4,30.2,,,12.200000000000001,7.899999999999999,16.733333333333334,,
Vermentino Toscana 2019,Italy,Toscana,Aia Vecchia,3.5,45,9.95,2019-01-01,Toscana,Italy,43.4586541,11.1389204,,,,,,26.4,21.2,32.1,,,17.066666666666666,13.166666666666666,21.666666666666668,,
Sauvignon Blanc 2019,New Zealand,Marlborough,Mount Nelson,4.1,45,14.99,2019-01-01,Marlborough,New Zealand,-41.4744747,173.8330263,,,,,,,,,,,,,,,
Nachschlag 2019,Germany,Franken,Stahl,3.8,45,6.95,2019-01-01,Franken,Germany,50.5011427,7.2341043,,,,,,,,,,,,,,,
Domaine de Fontenille Pouilly-Fumé 2018,France,Pouilly-Fumé,Patrick Maudry,3.9,45,18.97,2018-01-01,Pouilly-Fumé,France,49.272939,2.032351,,,,,,,,,,,,,,,
Pinot Grigio delle Venezie 2019,Italy,delle Venezie,Corte Giara,3.6,45,6.43,2019-01-01,delle Venezie,Italy,45.3485187,11.9571797,,,,,,,,,,,,,,,
Oroya Created For Sushi 2018,Spain,Castilla y León,Oroya,3.4,45,6.9,2018-01-01,Castilla y León,Spain,41.55005,-5.1387401,13.266666666666666,4.166666666666667,19.366666666666667,15.433333333333332,,22.933333333333337,12.5,29.266666666666666,16.233333333333334,,13.766666666666666,5.133333333333334,19.833333333333332,9.466666666666667,
Hole In The Water Sauvignon Blanc 2019,New Zealand,Marlborough,Konrad,4.1,45,10.9,2019-01-01,Marlborough,New Zealand,-41.4744747,173.8330263,,,,,,,,,,,,,,,
Deidesheimer Kieselberg Riesling Trocken 2018,Germany,Pfalz,Dr. Von Bassermann-Jordan,3.7,45,16.47,2018-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Les Deux Tours Sauvignon Blanc 2018,France,Loire Valley,de Ladoucette,4.0,46,15.3,2018-01-01,Loire Valley,France,47.396728,-0.53276,,,,,,,,,,,8.3,4.8,12.1,,
Grauer Burgunder Trocken 2019,Germany,Baden,Alexander Laible,4.2,46,11.94,2019-01-01,Baden,Germany,53.0023496,9.0820955,,,,,,,,,,,,,,,
Castello della Sala San Giovanni della Sala Classico Superiore 2019,Italy,Orvieto,Antinori,3.9,46,14.85,2019-01-01,Orvieto,Italy,42.7186152,12.1087907,,,,,,,,,,,,,,,
Penon Pinot Bianco 2018,Italy,Südtirol - Alto Adige,Nals Margreid,3.7,46,12.8,2018-01-01,Südtirol - Alto Adige,Italy,46.441472,11.282121,,,,,,,,,,,,,,,
Classic Riesling 2018,France,Alsace,Hugel,3.7,46,14.75,2018-01-01,Alsace,France,50.7007285,3.160983,11.566666666666665,4.9,14.649999999999999,26.4,,18.933333333333334,13.15,24.55,52.099999999999994,,11.466666666666667,7.3,15.800000000000002,68.06666666666668,
Efeso Bianco 2017,Italy,Val di Neto,Librandi,3.9,46,11.4,2017-01-01,Val di Neto,Italy,39.1881325,16.8550962,,,,,,,,,,,,,,,
Laudàri Chardonnay 2018,Italy,Terre Siciliane,Baglio del Cristo di Campobello,4.1,46,17.23,2018-01-01,Terre Siciliane,Italy,42.83333,12.83333,,,,,,,,,,,,,,,
Nonnenberg Monopol Riesling 2016,Germany,Rheingau,Georg Breuer,4.2,46,52.0,2016-01-01,Rheingau,Germany,50.1339394,8.0701591,,,,,,,,,,,,,,,
Roero Arneis 2019,Italy,Roero,Bruno Giacosa,3.8,46,19.4,2019-01-01,Roero,Italy,44.7806865,7.9311892,10.566666666666668,12.0,13.666666666666666,105.53333333333335,,21.5,18.4,24.9,61.53333333333333,,10.55,8.85,8.7,126.1,
Pedra de Guix 2016,Spain,Priorat,Terroir Al Límit Soc. Lda,4.3,46,60.0,2016-01-01,Priorat,Spain,41.2137983,0.8116236,16.96666666666667,9.6,21.900000000000002,17.833333333333332,,25.933333333333334,20.066666666666666,30.733333333333334,24.366666666666664,,17.599999999999998,12.200000000000001,23.53333333333333,60.73333333333334,
