Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,city,country,lat,lng,3-5_tavg,3-5_tmin,3-5_tmax,3-5_prcp,3-5_tsun,6-8_tavg,6-8_tmin,6-8_tmax,6-8_prcp,6-8_tsun,9-11_tavg,9-11_tmin,9-11_tmax,9-11_prcp,9-11_tsun
Due Rosso 2017,Italy,Veneto,Giannitessari,4.0,129,9.5,2017-01-01,Veneto,Italy,45.6476663,11.8665254,13.566666666666668,11.1,18.53333333333333,111.9,,23.733333333333334,17.75,28.933333333333337,53.3,,14.766666666666666,10.2,19.3,98.9,
Saint-Émilion Grand Cru 2011,France,Saint-Émilion Grand Cru,Château Guinot,3.4,129,15.9,2011-01-01,Saint-Émilion Grand Cru,France,44.847147,-0.547337,12.5,7.666666666666667,18.033333333333335,45.333333333333336,12600.0,20.566666666666666,15.266666666666667,26.5,44.666666666666664,15300.0,13.533333333333331,9.433333333333334,18.599999999999998,110.66666666666667,10060.0
Graves 2016,France,Graves,Château Haura,3.5,129,17.95,2016-01-01,Graves,France,45.9390047,4.6887788,11.2,5.2,17.1,,,19.4,12.7,25.8,,,10.0,6.0,14.4,,
Le Stanze Toscana 2011,Italy,Toscana,Poliziano,4.1,129,33.95,2011-01-01,Toscana,Italy,43.4586541,11.1389204,,,,,,,,,,,,,,,
Carmignano Riserva Trefiano 2012,Italy,Carmignano,Capezzana,4.0,129,34.58,2012-01-01,Carmignano,Italy,43.8140654,11.0190297,,,,,,,,,,,,,,,
Pessac-Léognan (Grand Cru Classé de Graves) 2013,France,Pessac-Léognan,Château La Mission Haut-Brion,4.3,129,261.25,2013-01-01,Pessac-Léognan,France,44.718997,-0.60521,13.0,7.966666666666666,18.566666666666666,79.33333333333333,12680.0,20.533333333333335,15.5,26.233333333333334,43.666666666666664,14380.0,14.366666666666667,10.499999999999998,19.400000000000002,83.0,9300.0
Bordeaux Supérieur 2011,France,Bordeaux Supérieur,Château Lafite Monteil,3.5,129,9.95,2011-01-01,Bordeaux Supérieur,France,44.884045,-0.562129,12.5,7.666666666666667,18.033333333333335,45.333333333333336,12600.0,20.566666666666666,15.266666666666667,26.5,44.666666666666664,15300.0,13.533333333333331,9.433333333333334,18.599999999999998,110.66666666666667,10060.0
Coto Real Reserva 2005,Spain,Rioja,El Coto,3.8,129,29.19,2005-01-01,Rioja,Spain,42.3285528,-2.4674917,11.366666666666667,5.900000000000001,16.76666666666667,59.666666666666664,11640.0,22.400000000000002,15.033333333333333,29.666666666666668,32.333333333333336,18420.0,14.800000000000002,9.5,20.033333333333335,40.333333333333336,9620.0
Liala Negroamaro 2018,Italy,Salento,Masseria Borgo dei Trulli,4.3,129,19.95,2018-01-01,Salento,Italy,40.248604,15.190058,16.53333333333333,,16.4,,,25.46666666666667,,,,,19.166666666666668,,,,
Syrah 2017,South Africa,Franschhoek,La Motte Wine Estate,3.9,129,16.95,2017-01-01,Franschhoek,South Africa,-33.909167,19.119444,18.766666666666666,12.533333333333333,28.333333333333332,,,12.833333333333334,7.033333333333334,21.23333333333333,,,19.85,12.649999999999999,31.3,,
Fetească Neagră 2017,Romania,Dealu Mare,Vitis Metamorfosis,3.8,129,7.5,2017-01-01,Dealu Mare,Romania,46.0417098,22.7959016,,,,,,,,,,,9.0,5.2,13.6,,
Conde de Valdemar Tempranillo 2018,Spain,Rioja,Bodegas Valdemar,3.5,129,5.99,2018-01-01,Rioja,Spain,42.3285528,-2.4674917,14.133333333333333,7.2,21.899999999999995,27.266666666666666,,22.433333333333334,16.066666666666666,30.2,60.26666666666667,,13.933333333333332,8.266666666666667,20.933333333333334,13.066666666666668,
Lou Coucardié Rouge 2014,France,Costières-de-Nîmes,Michel Gassier,4.0,129,24.09,2014-01-01,Costières-de-Nîmes,France,43.8174458,4.358032,12.5,7.8,17.733333333333334,110.33333333333333,,23.5,17.5,30.03333333333333,13.333333333333334,,15.833333333333334,11.766666666666666,21.066666666666666,40.0,
Zweigelt 2016,Austria,Niederösterreich,Weingut Bründlmayer,3.5,129,10.95,2016-01-01,Niederösterreich,Austria,48.2817813,15.7632457,10.299999999999999,,16.066666666666666,32.25,,21.5,,27.700000000000003,,,10.533333333333333,,19.9,,
Cabernet Sauvignon 2016,South Africa,Stellenbosch,Neil Ellis,3.8,129,12.9,2016-01-01,Stellenbosch,South Africa,-33.934444,18.869167,18.15,15.5,24.15,,,12.566666666666668,7.55,17.8,,,17.1,13.0,24.5,,
Pinotage 2014,South Africa,Stellenbosch,Welmoed,3.2,129,8.32,2014-01-01,Stellenbosch,South Africa,-33.934444,18.869167,17.9,12.333333333333334,23.5,34.333333333333336,14940.0,13.0,8.166666666666666,17.766666666666666,108.66666666666667,11580.0,16.3,11.866666666666667,20.700000000000003,56.333333333333336,16500.0
Campogiovanni Brunello di Montalcino 2012,Italy,Brunello di Montalcino,San Felice,4.2,1293,33.85,2012-01-01,Brunello di Montalcino,Italy,43.3204995,11.3281859,,,,,,,,,,,,,,,
Barolo 2014,Italy,Barolo,Borgogno,3.9,1295,50.85,2014-01-01,Barolo,Italy,44.6108408,7.9428448,,,,,,,,,,,,,,,
V Reserva 2014,Spain,Rioja,Bodegas Faustino,3.7,1296,9.7,2014-01-01,Rioja,Spain,42.3285528,-2.4674917,11.266666666666666,5.8999999999999995,16.666666666666668,67.33333333333333,10520.0,21.566666666666666,14.6,28.5,31.333333333333332,18660.0,14.899999999999999,9.366666666666667,20.400000000000002,32.333333333333336,10540.0
Chianti 2017,Italy,Chianti,Ricasoli,3.5,1297,7.85,2017-01-01,Chianti,Italy,43.5824597,11.3168731,16.2,10.55,22.1,,,24.900000000000002,18.466666666666665,31.233333333333334,,,19.5,14.45,25.35,,
Terra Romana Fetească Neagră 2016,Romania,Dealu Mare,Serve,3.5,130,10.5,2016-01-01,Dealu Mare,Romania,46.0417098,22.7959016,,,,,,,,,,,,,,,
Foundation Pinotage 2018,South Africa,Coastal Region,Nederburg,3.6,130,5.81,2018-01-01,Coastal Region,South Africa,-29.0,24.0,,,,,,,,,,,,,,,
Riserva Ducale Oro Chianti Classico (Gran Selezione Gold) 2015,Italy,Chianti Classico,Ruffino,3.9,130,34.99,2015-01-01,Chianti Classico,Italy,43.3930219,11.3088538,,,,,,,,,,,,,,,
Langhe Nebbiolo 2017,Italy,Langhe,La Spinetta,3.9,130,18.03,2017-01-01,Langhe,Italy,44.493036,7.974639,,,,,,,,,,,,,,,
Cellar Selection Carmenère 2018,Chile,Central Valley,Santa Carolina,3.6,130,5.95,2018-01-01,Central Valley,Chile,-36.0,-72.0,,,,,,,,,,,,,,,
Kallista 2013,South Africa,Stellenbosch,Vriesenhof,4.1,130,29.19,2013-01-01,Stellenbosch,South Africa,-33.934444,18.869167,17.700000000000003,12.5,22.866666666666664,38.0,15060.0,12.433333333333332,7.666666666666667,17.2,84.0,11260.0,16.266666666666666,11.233333333333334,21.3,32.666666666666664,16900.0
4 Meses Red 2017,Spain,La Mancha,Volver,3.7,130,8.38,2017-01-01,La Mancha,Spain,28.3774367,-16.6977504,7.599999999999999,3.766666666666667,12.1,23.833333333333332,,17.3,12.866666666666667,21.933333333333334,0.0,,12.55,6.966666666666666,14.5,11.666666666666666,
Cabernet Sauvignon 2016,South Africa,Coastal Region,Fleur du Cap,3.6,130,12.03,2016-01-01,Coastal Region,South Africa,-29.0,24.0,,,,,,,,,,,,,,,
Cabernet Sauvignon (1685 series) 2016,South Africa,Stellenbosch,Boschendal,3.7,130,16.99,2016-01-01,Stellenbosch,South Africa,-33.934444,18.869167,18.15,15.5,24.15,,,12.566666666666668,7.55,17.8,,,17.1,13.0,24.5,,
Cabernet Sauvignon 2015,United States,Sonoma Valley,Schug,4.0,130,38.94,2015-01-01,Sonoma Valley,United States,40.8421262,-117.5659571,9.166666666666666,-0.19999999999999987,18.533333333333335,19.666666666666668,,21.333333333333332,10.833333333333334,31.8,6.0,,10.700000000000001,0.9,20.566666666666666,24.0,
Amarone della Valpolicella Monte Lodoletta 2012,Italy,Amarone della Valpolicella,Dal Forno Romano,4.7,130,270.63,2012-01-01,Amarone della Valpolicella,Italy,42.83333,12.83333,,,,,,,,,,,,,,,
Clos Baltasar 2015,Spain,Calatayud,San Alejandro,3.9,130,13.54,2015-01-01,Calatayud,Spain,41.3527628,-1.6422977,,,,,,,,,,,,,,,
El Viejo 2017,Spain,Toro,Matsu,4.1,130,28.3,2017-01-01,Toro,Spain,41.5216963,-5.3939824,10.666666666666666,5.366666666666667,16.833333333333332,61.96666666666667,,22.96666666666667,14.666666666666666,31.666666666666668,2.0,,14.033333333333331,8.266666666666666,20.766666666666666,29.666666666666668,
Barolo La Serra 2014,Italy,Barolo,Mauro Molino,4.2,130,48.64,2014-01-01,Barolo,Italy,44.6108408,7.9428448,,,,,,,,,,,,,,,
The Montelena Estate Cabernet Sauvignon 2001,United States,Calistoga,Chateau Montelena,4.4,130,153.9,2001-01-01,Calistoga,United States,38.582615,-122.583326,,,,,,,,,,,,,,,
Seven Flags Pinot Noir 2016,South Africa,Elgin,Paul Cluver,4.3,130,56.74,2016-01-01,Elgin,South Africa,-34.1486111,19.0427778,18.15,15.5,24.15,,,12.566666666666668,7.55,17.8,,,17.1,13.0,24.5,,
Arborina Barolo 2013,Italy,Barolo,Elio Altare,4.3,130,77.12,2013-01-01,Barolo,Italy,44.6108408,7.9428448,,,,,,,,,,,,,,,
Reserva Special Blend 2016,Argentina,Patagonia,Bodega del Fin del Mundo,4.3,1302,35.89,2016-01-01,Patagonia,Argentina,-44.9900698,-70.6734314,,,,,,,,,,,,,,,
Carmenère Reserva 2017,Chile,Colchagua Valley,Apaltagua,3.6,1303,10.5,2017-01-01,Colchagua Valley,Chile,-30.0,-71.0,15.700000000000001,13.600000000000001,,5.1,,12.066666666666668,8.3,,,,14.1,,,,
Rioja La Vendimia 2017,Spain,Rioja,Palacios Remondo,3.7,1305,8.87,2017-01-01,Rioja,Spain,42.3285528,-2.4674917,11.766666666666666,6.333333333333333,17.866666666666667,30.8,,22.0,15.1,30.133333333333336,13.1,,14.666666666666666,9.233333333333334,21.366666666666664,32.0,
The Footbolt Shiraz 2016,Australia,McLaren Vale,d'Arenberg,3.6,1307,14.09,2016-01-01,McLaren Vale,Australia,-35.2172617,138.5416998,,12.399999999999999,20.3,44.866666666666674,,,8.266666666666666,14.933333333333332,41.8,,,12.333333333333334,22.8,19.4,
Bicicleta Cabernet Sauvignon 2017,Chile,Central Valley,Cono Sur,3.5,1308,6.9,2017-01-01,Central Valley,Chile,-36.0,-72.0,,,,,,,,,,,,,,,
Rosso di Montalcino 2017,Italy,Rosso di Montalcino,Gianni Brunelli,4.0,131,35.58,2017-01-01,Rosso di Montalcino,Italy,43.055612,11.3592953,,,,,,,,,,,,,,,
La Cumbre Syrah 2014,Chile,Aconcagua Valley,Errazuriz,4.3,131,57.42,2014-01-01,Aconcagua Valley,Chile,-30.0,-71.0,13.733333333333334,10.933333333333332,17.96666666666667,10.666666666666666,8900.0,10.666666666666666,7.766666666666667,15.133333333333335,0.5,8880.0,12.866666666666665,9.433333333333334,17.666666666666664,1.6666666666666667,11960.0
Grand Reserve 2015,South Africa,Stellenbosch,Delheim,4.0,131,25.7,2015-01-01,Stellenbosch,South Africa,-33.934444,18.869167,18.033333333333335,12.799999999999999,23.233333333333334,40.0,14380.0,13.166666666666666,8.233333333333333,18.166666666666668,101.66666666666667,10820.0,17.666666666666668,12.066666666666668,23.266666666666666,17.666666666666668,17700.0
Rosso Piceno 2018,Italy,Rosso Piceno,Azienda Santa Barbara - Stefano Antonucci,3.5,131,7.5,2018-01-01,Rosso Piceno,Italy,42.9446956,13.8100261,,,,,,,,,,,,,,,
Saint-Joseph Les Capelets 2015,France,Saint-Joseph,Pierre Amadieu,4.0,131,17.45,2015-01-01,Saint-Joseph,France,49.5344534,-1.529802,,,,,,,,,,,,,,,
Brunello Di Montalcino Riserva 2009,Italy,Brunello di Montalcino,Caparzo,4.3,131,48.02,2009-01-01,Brunello di Montalcino,Italy,43.3204995,11.3281859,,,,,,,,,,,,,,,
Eight Songs Shiraz 2013,Australia,Barossa,Peter Lehmann,3.8,131,35.09,2013-01-01,Barossa,Australia,-34.6134149,138.9385455,,10.533333333333333,18.65,47.4,,,5.599999999999999,11.1,74.9,,,8.866666666666667,17.55,28.5,
Villa Cordevigo Rosso 2012,Italy,Rosso Veronese,Villabella,4.3,131,23.91,2012-01-01,Rosso Veronese,Italy,45.638774,11.1120379,,,,,,,,,,,,,,,
Les Terroirs Côtes du Roussillon Villages 2015,France,Côtes du Roussillon Villages,Calmel & Joseph,3.7,131,7.75,2015-01-01,Côtes du Roussillon Villages,France,49.023373,2.210713,,,,,,,,,,,,,,,
Pian delle Mole Langhe Nebbiolo 2016,Italy,Langhe,Giulia Negri,3.8,131,15.5,2016-01-01,Langhe,Italy,44.493036,7.974639,,,,,,,,,,,,,,,
Blauer Spätburgunder Trocken 2016,Germany,Pfalz,Knipser,3.9,131,11.2,2016-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Liaison Pinot Noir 2017,Germany,Baden,Enderle & Moll,3.8,131,19.72,2017-01-01,Baden,Germany,53.0023496,9.0820955,,,,,,,,,,,,,,,
Teroldego Rotaliano Vigilius 2015,Italy,Teroldego Rotaliano,De Vescovi Ulzbach,4.1,131,24.27,2015-01-01,Teroldego Rotaliano,Italy,42.83333,12.83333,,,,,,,,,,,,,,,
Evaluna 2016,Italy,Garda,Sansonina,4.0,131,16.44,2016-01-01,Garda,Italy,45.5756512,10.7085298,,,,,,,,,,,,,,,
Clancy's Red Blend 2016,Australia,Barossa,Peter Lehmann,3.5,131,12.12,2016-01-01,Barossa,Australia,-34.6134149,138.9385455,,9.133333333333333,17.633333333333336,39.400000000000006,,,5.566666666666667,11.033333333333331,62.73333333333334,,,10.0,20.866666666666664,31.7,
Syrah Pago Garduña 2014,Spain,Castilla y León,Abadia Retuerta,4.2,131,73.11,2014-01-01,Castilla y León,Spain,41.55005,-5.1387401,8.466666666666667,3.0,13.933333333333332,66.66666666666667,12140.0,19.366666666666667,11.266666666666666,27.46666666666667,30.0,20640.0,12.5,6.733333333333334,18.23333333333333,40.0,11840.0
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2011,France,Saint-Émilion Grand Cru,Château Trotte Vieille,4.1,131,70.19,2011-01-01,Saint-Émilion Grand Cru,France,44.847147,-0.547337,12.5,7.666666666666667,18.033333333333335,45.333333333333336,12600.0,20.566666666666666,15.266666666666667,26.5,44.666666666666664,15300.0,13.533333333333331,9.433333333333334,18.599999999999998,110.66666666666667,10060.0
Aquilae Nero d'Avola 2014,Italy,Sicilia,CVA Canicatti,3.6,131,8.6,2014-01-01,Sicilia,Italy,37.587794,14.155048,11.866666666666667,8.833333333333334,17.166666666666668,61.0,,22.099999999999998,18.5,28.666666666666668,25.666666666666668,,15.733333333333334,13.299999999999999,20.5,56.666666666666664,
Sorì Tildìn (Barbaresco) Langhe 2014,Italy,Langhe,Gaja,4.6,131,470.0,2014-01-01,Langhe,Italy,44.493036,7.974639,,,,,,,,,,,,,,,
Cervidoni Rosso Piceno 2016,Italy,Rosso Piceno,Tenuta di Tavignano,3.8,131,7.7,2016-01-01,Rosso Piceno,Italy,42.9446956,13.8100261,,,,,,,,,,,,,,,
Château d'Ampuis Côte-Rôtie 2016,France,Côte-Rôtie,E. Guigal,3.9,131,99.0,2016-01-01,Côte-Rôtie,France,44.7267925,-0.3900425,13.233333333333334,8.933333333333332,18.599999999999998,33.53333333333333,,21.233333333333334,16.0,28.100000000000005,56.26666666666667,,13.9,10.166666666666666,19.266666666666666,46.333333333333336,
Single Valley Lot Gran Reserva Syrah 2014,Chile,Colchagua Valley,Valdivieso,3.7,131,14.57,2014-01-01,Colchagua Valley,Chile,-30.0,-71.0,13.733333333333334,10.933333333333332,17.96666666666667,10.666666666666666,8900.0,10.666666666666666,7.766666666666667,15.133333333333335,0.5,8880.0,12.866666666666665,9.433333333333334,17.666666666666664,1.6666666666666667,11960.0
Saperavi - Cabernet 2015,Georgia,Kakheti,Mukhrani,3.9,131,14.9,2015-01-01,Kakheti,Georgia,41.737352,45.6721781,,,,,,,,,,,,,,,
Châteauneuf-du-Pape 2014,France,Châteauneuf-du-Pape,Château de Beaucastel,4.3,1310,67.26,2014-01-01,Châteauneuf-du-Pape,France,44.055989,4.8317351,12.4,7.0,18.0,,,25.2,18.4,32.4,,,16.9,13.1,21.5,,
Douro Tinto 2018,Portugal,Douro,Casal Garcia,3.7,1311,4.89,2018-01-01,Douro,Portugal,41.135684,-7.1166743,15.9,10.350000000000001,22.25,,,21.6,15.2,29.1,,,17.95,12.35,25.25,,
Pauillac (Grand Cru Classé) 2012,France,Pauillac,Château Lynch-Bages,4.3,1311,106.25,2012-01-01,Pauillac,France,45.1995626,-0.7484994,15.133333333333333,9.566666666666668,21.166666666666668,17.666666666666668,15120.0,19.933333333333334,14.9,25.666666666666668,56.666666666666664,13020.0,15.600000000000001,11.5,21.033333333333335,33.666666666666664,10580.0
Rara Neagra de Purcari 2018,Moldova,South Eastern,Château Purcari,4.1,1314,10.98,2018-01-01,South Eastern,Moldova,47.25,28.58333,,,,,,,,,,,,,,,
Malbec Argentino 2017,Argentina,Mendoza,Catena Zapata,4.6,1314,77.01,2017-01-01,Mendoza,Argentina,-34.787093,-68.4381868,13.800000000000002,,,,,8.733333333333333,0.8,,,,15.766666666666666,,,,
Saint-Julien (Grand Cru Classé) 2005,France,Saint-Julien,Château Gruaud Larose,4.3,1317,94.95,2005-01-01,Saint-Julien,France,47.4019947,5.1364639,9.766666666666666,4.766666666666667,15.166666666666666,41.0,11660.0,18.966666666666665,13.700000000000001,24.766666666666666,79.33333333333333,13240.0,11.866666666666665,8.133333333333333,16.133333333333336,79.33333333333333,7500.0
Ebbio Nebbiolo Langhe 2018,Italy,Langhe,Fontanafredda,3.5,1318,14.21,2018-01-01,Langhe,Italy,44.493036,7.974639,,,,,,,,,,,,,,,
120 Cabernet Sauvignon 2017,Chile,Central Valley,Santa Rita,3.4,1318,7.8,2017-01-01,Central Valley,Chile,-36.0,-72.0,,,,,,,,,,,,,,,
Château Trocard Bordeaux Supérieur 2012,France,Bordeaux Supérieur,Jean-Louis Trocard,3.2,132,9.26,2012-01-01,Bordeaux Supérieur,France,44.884045,-0.562129,15.133333333333333,9.566666666666668,21.166666666666668,17.666666666666668,15120.0,19.933333333333334,14.9,25.666666666666668,56.666666666666664,13020.0,15.600000000000001,11.5,21.033333333333335,33.666666666666664,10580.0
Saint-Émilion Grand Cru 2010,France,Saint-Émilion Grand Cru,Le Dome,4.6,132,399.95,2010-01-01,Saint-Émilion Grand Cru,France,44.847147,-0.547337,12.866666666666667,8.200000000000001,18.3,75.0,12320.0,21.066666666666666,15.699999999999998,27.066666666666666,48.666666666666664,16540.0,15.100000000000001,11.033333333333333,20.36666666666667,95.66666666666667,10040.0
Barolo Riserva Monfortino 2013,Italy,Barolo,Giacomo Conterno,4.8,132,1115.5,2013-01-01,Barolo,Italy,44.6108408,7.9428448,,,,,,,,,,,,,,,
Tavkveri 2016,Georgia,Kakheti,Mukhrani,4.1,132,16.9,2016-01-01,Kakheti,Georgia,41.737352,45.6721781,,,,,,,,,,,,,,,
The Glass Collection Syrah 2014,South Africa,Stellenbosch,Glenelly,3.5,132,11.95,2014-01-01,Stellenbosch,South Africa,-33.934444,18.869167,17.9,12.333333333333334,23.5,34.333333333333336,14940.0,13.0,8.166666666666666,17.766666666666666,108.66666666666667,11580.0,16.3,11.866666666666667,20.700000000000003,56.333333333333336,16500.0
Rouge (Estate Reserve) 2013,South Africa,Stellenbosch,Morgenster Estate,4.1,132,36.5,2013-01-01,Stellenbosch,South Africa,-33.934444,18.869167,17.700000000000003,12.5,22.866666666666664,38.0,15060.0,12.433333333333332,7.666666666666667,17.2,84.0,11260.0,16.266666666666666,11.233333333333334,21.3,32.666666666666664,16900.0
Primocolle Chianti Classico 2016,Italy,Chianti Classico,Villa Cerna,3.7,132,14.73,2016-01-01,Chianti Classico,Italy,43.3930219,11.3088538,,,,,,,,,,,,,,,
Saint-Émilion Grand Cru 2013,France,Saint-Émilion Grand Cru,Château Grand Barrail Lamarzelle Figeac,3.8,132,29.5,2013-01-01,Saint-Émilion Grand Cru,France,44.847147,-0.547337,13.0,7.966666666666666,18.566666666666666,79.33333333333333,12680.0,20.533333333333335,15.5,26.233333333333334,43.666666666666664,14380.0,14.366666666666667,10.499999999999998,19.400000000000002,83.0,9300.0
Les Crus Terrasses du Larzac 2016,France,Terrasses du Larzac,Calmel & Joseph,3.9,132,12.62,2016-01-01,Terrasses du Larzac,France,43.7152761,3.4888802,14.5,11.6,17.6,,,,,,,,,,,,
Galantas Gran Reserva Cabernet Franc 2016,Chile,Maipo Valley,Haras de Pirque,3.8,132,28.83,2016-01-01,Maipo Valley,Chile,-30.0,-71.0,15.633333333333333,,,,,12.0,,,30.3,,14.266666666666666,10.95,17.8,6.1,
Cabernet Sauvignon 2017,South Africa,Western Cape,Protea,3.3,132,8.95,2017-01-01,Western Cape,South Africa,-33.546977,20.72753,20.25,13.65,29.95,,,11.266666666666666,4.566666666666666,20.366666666666667,,,18.05,11.05,27.549999999999997,,
Preta Cuvée Grande Reserva 2008,Portugal,Alentejano,Fitapreta,4.3,132,35.09,2008-01-01,Alentejano,Portugal,38.8421261,-7.5871012,,,,,,,,,,,,,,,
Pinot Fin Bourgogne 2014,France,Bourgogne,Domaine Arnoux-Lachaux,3.6,132,39.69,2014-01-01,Bourgogne,France,49.3555104,4.0681417,,,,,,,,,,,,,,,
Musar Jeune Rouge 2016,Lebanon,Bekaa Valley,Château Musar,3.8,1323,10.84,2016-01-01,Bekaa Valley,Lebanon,33.83333,36.0,,,,,,,,,,,,,,,
Reserva 2015,Spain,Rioja,Hacienda López de Haro,3.7,1323,9.95,2015-01-01,Rioja,Spain,42.3285528,-2.4674917,13.6,7.2,20.0,34.0,13800.0,21.7,14.633333333333333,28.76666666666667,34.333333333333336,17480.0,16.599999999999998,10.700000000000001,22.53333333333333,46.0,10920.0
Bolgheri Superiore 2014,Italy,Bolgheri Superiore,Grattamacco,4.1,1325,51.36,2014-01-01,Bolgheri Superiore,Italy,44.46006,7.10425,8.700000000000001,3.5333333333333337,14.933333333333332,97.66666666666667,11100.0,19.099999999999998,12.333333333333334,26.666666666666668,53.333333333333336,17180.0,11.0,6.166666666666667,17.3,73.0,11200.0
Barolo 2015,Italy,Barolo,Elio Altare,4.2,133,62.57,2015-01-01,Barolo,Italy,44.6108408,7.9428448,,,,,,,,,,,,,,,
Brunello di Montalcino 2015,Italy,Brunello di Montalcino,Fattoria dei Barbi,4.1,133,32.88,2015-01-01,Brunello di Montalcino,Italy,43.3204995,11.3281859,,,,,,,,,,,,,,,
Futures Shiraz 2015,Australia,Barossa,Peter Lehmann,3.8,133,15.03,2015-01-01,Barossa,Australia,-34.6134149,138.9385455,,11.166666666666666,19.566666666666666,44.2,,,6.3,11.833333333333334,108.8,,,8.2,16.2,32.8,
'Rosso & Bianco' Shiraz 2016,United States,California,Francis Ford Coppola,3.8,133,13.25,2016-01-01,California,United States,36.7014631,-118.755997,,,,,,,,,,,,,,,
Quinta Da Gricha Douro 2009,Portugal,Douro,Churchill's,4.6,133,56.84,2009-01-01,Douro,Portugal,41.135684,-7.1166743,,,,,,,,,,,,,,,
Barolo Prapò 2010,Italy,Barolo,Ettore Germano,4.2,133,48.4,2010-01-01,Barolo,Italy,44.6108408,7.9428448,,,,,,,,,,,,,,,
Rosso di Montepulciano Prugnolo 2018,Italy,Rosso di Montepulciano,Boscarelli,3.7,133,12.9,2018-01-01,Rosso di Montepulciano,Italy,43.0921014,11.7818472,,,,,,,,,,,,,,,
Zephyrus Shiraz 2017,Australia,Barossa,Sons of Eden,4.0,133,31.19,2017-01-01,Barossa,Australia,-34.6134149,138.9385455,,11.633333333333333,20.633333333333333,69.73333333333333,,,6.333333333333333,11.733333333333334,103.66666666666667,,,7.333333333333333,16.85,41.6,
